Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
1137.366994	0.670512	0.692587	0.963983	89.008460	6.184196	0.007177	-16.069852	-16.069852	-16.069852	0.059780	0.395495	2.830000	1.220112	0.457618	19.587833
1153.750232	0.683975	0.692049	0.973013	88.957257	6.198099	0.006964	-16.421215	-16.421215	-16.421215	0.059369	0.392636	2.830000	1.214592	0.456592	19.952764
1170.369462	0.697535	0.691185	0.981984	88.904600	6.212401	0.006757	-16.775203	-16.775203	-16.775203	0.058965	0.389713	2.830000	1.208953	0.455540	20.319801
1187.228084	0.711180	0.689987	0.990888	88.850449	6.227112	0.006556	-17.131856	-17.131856	-17.131856	0.058568	0.386726	2.830000	1.203194	0.454464	20.688949
1204.329547	0.724901	0.688445	0.999719	88.794761	6.242241	0.006360	-17.491218	-17.491218	-17.491218	0.058176	0.383674	2.830000	1.197315	0.453363	21.060214
1221.677349	0.738686	0.686549	1.008468	88.737495	6.257798	0.006170	-17.853328	-17.853328	-17.853328	0.057790	0.380554	2.830000	1.191317	0.452236	21.433597
1239.275037	0.752523	0.684291	1.017126	88.678605	6.273792	0.005986	-18.218227	-18.218227	-18.218227	0.057410	0.377367	2.830000	1.185197	0.451083	21.809101
1257.126212	0.766400	0.681662	1.025686	88.618049	6.290233	0.005807	-18.585953	-18.585953	-18.585953	0.057034	0.374112	2.830000	1.178956	0.449904	22.186725
1275.234525	0.780302	0.678653	1.034139	88.555778	6.307131	0.005632	-18.956542	-18.956542	-18.956542	0.056663	0.370787	2.830000	1.172593	0.448698	22.566466
1293.603680	0.794217	0.675257	1.042474	88.491746	6.324497	0.005463	-19.330033	-19.330033	-19.330033	0.056297	0.367392	2.830000	1.166109	0.447466	22.948320
1312.237433	0.808128	0.671465	1.050684	88.425905	6.342342	0.005299	-19.706458	-19.706458	-19.706458	0.055934	0.363926	2.830000	1.159502	0.446207	23.332282
1331.139597	0.822020	0.667271	1.058757	88.358206	6.360675	0.005139	-20.085852	-20.085852	-20.085852	0.055575	0.360388	2.830000	1.152774	0.444921	23.718343
1350.314038	0.835877	0.662667	1.066686	88.288597	6.379508	0.004984	-20.468246	-20.468246	-20.468246	0.055220	0.356778	2.830000	1.145923	0.443608	24.106494
1369.764677	0.849682	0.657648	1.074458	88.217027	6.398853	0.004833	-20.853670	-20.853670	-20.853670	0.054868	0.353095	2.830000	1.138951	0.442267	24.496723
1389.495494	0.863415	0.652208	1.082064	88.143443	6.418720	0.004686	-21.242153	-21.242153	-21.242153	0.054518	0.349339	2.830000	1.131857	0.440898	24.889017
1409.510524	0.877060	0.646343	1.089492	88.067792	6.439121	0.004544	-21.633721	-21.633721	-21.633721	0.054171	0.345509	2.830000	1.124641	0.439501	25.283360
1429.813862	0.890596	0.640048	1.096732	87.990018	6.460069	0.004406	-22.028398	-22.028398	-22.028398	0.053825	0.341605	2.830000	1.117304	0.438076	25.679735
1450.409659	0.904003	0.633320	1.103773	87.910064	6.481576	0.004271	-22.426206	-22.426206	-22.426206	0.053482	0.337627	2.830000	1.109847	0.436622	26.078122
1471.302129	0.917260	0.626158	1.110603	87.827874	6.503653	0.004141	-22.827166	-22.827166	-22.827166	0.053139	0.333575	2.830000	1.102270	0.435140	26.478500
1492.495545	0.930345	0.618560	1.117210	87.743389	6.526313	0.004014	-23.231293	-23.231293	-23.231293	0.052798	0.329449	2.830000	1.094573	0.433629	26.880846
1513.994242	0.943237	0.610525	1.123582	87.656549	6.549570	0.003891	-23.638602	-23.638602	-23.638602	0.052457	0.325249	2.830000	1.086758	0.432089	27.285134
1535.802619	0.955912	0.602055	1.129707	87.567294	6.573436	0.003771	-24.049106	-24.049106	-24.049106	0.052117	0.320976	2.830000	1.078826	0.430521	27.691336
1557.925134	0.968347	0.593153	1.135573	87.475562	6.597924	0.003655	-24.462813	-24.462813	-24.462813	0.051777	0.316630	2.830000	1.070777	0.428923	28.099422
1580.366314	0.980518	0.583821	1.141167	87.381291	6.623048	0.003542	-24.879727	-24.879727	-24.879727	0.051436	0.312211	2.830000	1.062613	0.427296	28.509361
1603.130749	0.992401	0.574064	1.146477	87.284418	6.648822	0.003432	-25.299850	-25.299850	-25.299850	0.051094	0.307722	2.830000	1.054334	0.425639	28.921119
1626.223094	1.003970	0.563890	1.151489	87.184879	6.675260	0.003325	-25.723181	-25.723181	-25.723181	0.050751	0.303162	2.830000	1.045943	0.423954	29.334659
1649.648074	1.015202	0.553304	1.156192	87.082608	6.702376	0.003222	-26.149714	-26.149714	-26.149714	0.050407	0.298533	2.830000	1.037441	0.422238	29.749944
1673.410480	1.026069	0.542319	1.160572	86.977541	6.730184	0.003121	-26.579438	-26.579438	-26.579438	0.050061	0.293836	2.830000	1.028830	0.420494	30.166933
1697.515172	1.036548	0.530943	1.164617	86.869612	6.758699	0.003023	-27.012339	-27.012339	-27.012339	0.049713	0.289073	2.830000	1.020111	0.418720	30.585584
1721.967081	1.046612	0.519190	1.168313	86.758754	6.787936	0.002928	-27.448398	-27.448398	-27.448398	0.049362	0.284247	2.830000	1.011286	0.416916	31.005853
1746.771208	1.056236	0.507076	1.171648	86.644902	6.817910	0.002836	-27.887592	-27.887592	-27.887592	0.049008	0.279358	2.830000	1.002358	0.415083	31.427692
1771.932627	1.065394	0.494616	1.174610	86.527989	6.848636	0.002747	-28.329890	-28.329890	-28.329890	0.048650	0.274410	2.830000	0.993328	0.413221	31.851053
1797.456484	1.074062	0.481829	1.177186	86.407949	6.880130	0.002660	-28.775258	-28.775258	-28.775258	0.048289	0.269405	2.830000	0.984199	0.411329	32.275886
1823.348001	1.082214	0.468735	1.179364	86.284717	6.912408	0.002575	-29.223656	-29.223656	-29.223656	0.047924	0.264346	2.830000	0.974973	0.409409	32.702137
1849.612473	1.089828	0.455358	1.181133	86.158227	6.945486	0.002493	-29.675038	-29.675038	-29.675038	0.047554	0.259236	2.830000	0.965654	0.407459	33.129753
1876.255272	1.096879	0.441721	1.182481	86.028416	6.979380	0.002414	-30.129352	-30.129352	-30.129352	0.047179	0.254079	2.830000	0.956242	0.405480	33.558675
1903.281848	1.103346	0.427851	1.183398	85.895221	7.014106	0.002336	-30.586538	-30.586538	-30.586538	0.046799	0.248877	2.830000	0.946742	0.403473	33.988846
1930.697729	1.109208	0.413778	1.183872	85.758580	7.049681	0.002261	-31.046532	-31.046532	-31.046532	0.046414	0.243635	2.830000	0.937157	0.401437	34.420205
1958.508523	1.114443	0.399532	1.183896	85.618436	7.086123	0.002188	-31.509261	-31.509261	-31.509261	0.046022	0.238358	2.830000	0.927488	0.399372	34.852688
1986.719919	1.119035	0.385146	1.183460	85.474732	7.123447	0.002117	-31.974644	-31.974644	-31.974644	0.045624	0.233049	2.830000	0.917741	0.397280	35.286233
2015.337686	1.122966	0.370655	1.182556	85.327413	7.161672	0.002049	-32.442596	-32.442596	-32.442596	0.045219	0.227714	2.830000	0.907917	0.395159	35.720772
2044.367679	1.126222	0.356096	1.181178	85.176431	7.200815	0.001982	-32.913020	-32.913020	-32.913020	0.044807	0.222357	2.830000	0.898020	0.393011	36.156238
2073.815835	1.128790	0.341508	1.179319	85.021739	7.240894	0.001917	-33.385816	-33.385816	-33.385816	0.044388	0.216985	2.830000	0.888054	0.390836	36.592562
2103.688178	1.130659	0.326931	1.176977	84.863296	7.281927	0.001854	-33.860873	-33.860873	-33.860873	0.043961	0.211601	2.830000	0.878022	0.388633	37.029671
2133.990819	1.131822	0.312410	1.174147	84.701066	7.323931	0.001793	-34.338071	-34.338071	-34.338071	0.043526	0.206213	2.830000	0.867929	0.386405	37.467494
2164.729954	1.132273	0.297987	1.170828	84.535020	7.366925	0.001734	-34.817286	-34.817286	-34.817286	0.043083	0.200827	2.830000	0.857778	0.384149	37.905956
2195.911873	1.132011	0.283708	1.167022	84.365136	7.410928	0.001676	-35.298381	-35.298381	-35.298381	0.042631	0.195448	2.830000	0.847572	0.381868	38.344981
2227.542952	1.131037	0.269621	1.162730	84.191398	7.455959	0.001620	-35.781214	-35.781214	-35.781214	0.042171	0.190084	2.830000	0.837317	0.379562	38.784494
2259.629662	1.129356	0.255773	1.157957	84.013802	7.502035	0.001566	-36.265634	-36.265634	-36.265634	0.041702	0.184740	2.830000	0.827015	0.377231	39.224415
2292.178566	1.126976	0.242212	1.152710	83.832351	7.549177	0.001514	-36.751481	-36.751481	-36.751481	0.041224	0.179425	2.830000	0.816672	0.374875	39.664665
2325.196322	1.123909	0.228989	1.146999	83.647060	7.597403	0.001463	-37.238588	-37.238588	-37.238588	0.040736	0.174144	2.830000	0.806291	0.372496	40.105164
2358.689683	1.120171	0.216153	1.140836	83.457959	7.646733	0.001413	-37.726781	-37.726781	-37.726781	0.040240	0.168906	2.830000	0.795876	0.370093	40.545831
2392.665500	1.115783	0.203754	1.134235	83.265086	7.697187	0.001365	-38.215877	-38.215877	-38.215877	0.039734	0.163717	2.830000	0.785433	0.367667	40.986584
2427.130723	1.110771	0.191840	1.127215	83.068499	7.748783	0.001319	-38.705686	-38.705686	-38.705686	0.039219	0.158585	2.830000	0.774965	0.365219	41.427339
2462.092401	1.105162	0.180460	1.119798	82.868269	7.801542	0.001274	-39.196013	-39.196013	-39.196013	0.038695	0.153517	2.830000	0.764477	0.362749	41.868014
2497.557686	1.098991	0.169661	1.112010	82.664484	7.855485	0.001230	-39.686654	-39.686654	-39.686654	0.038162	0.148521	2.830000	0.753974	0.360258	42.308525
2533.533832	1.092296	0.159489	1.103878	82.457253	7.910631	0.001187	-40.177402	-40.177402	-40.177402	0.037620	0.143603	2.830000	0.743459	0.357746	42.748787
2570.028197	1.085121	0.149986	1.095438	82.246703	7.967000	0.001146	-40.668043	-40.668043	-40.668043	0.037070	0.138771	2.830000	0.732938	0.355215	43.188715
2607.048246	1.077514	0.141193	1.086725	82.032984	8.024613	0.001106	-41.158361	-41.158361	-41.158361	0.036511	0.134031	2.830000	0.722415	0.352665	43.628225
2644.601552	1.069525	0.133148	1.077781	81.816266	8.083490	0.001068	-41.648134	-41.648134	-41.648134	0.035945	0.129391	2.830000	0.711894	0.350096	44.067232
2682.695795	1.061213	0.125885	1.068654	81.596745	8.143653	0.001030	-42.137138	-42.137138	-42.137138	0.035371	0.124858	2.830000	0.701380	0.347510	44.505652
2721.338768	1.052638	0.119433	1.059392	81.374639	8.205122	0.000994	-42.625150	-42.625150	-42.625150	0.034789	0.120436	2.830000	0.690878	0.344907	44.943399
2760.538375	1.043864	0.113817	1.050051	81.150193	8.267918	0.000959	-43.111944	-43.111944	-43.111944	0.034202	0.116133	2.830000	0.680392	0.342287	45.380390
2800.302634	1.034961	0.109057	1.040691	80.923675	8.332062	0.000925	-43.597294	-43.597294	-43.597294	0.033608	0.111953	2.830000	0.669926	0.339652	45.816541
2840.639679	1.025999	0.105166	1.031375	80.695378	8.397576	0.000892	-44.080978	-44.080978	-44.080978	0.033009	0.107901	2.830000	0.659486	0.337002	46.251769
2881.557759	1.017053	0.102152	1.022170	80.465621	8.464480	0.000860	-44.562776	-44.562776	-44.562776	0.032406	0.103983	2.830000	0.649074	0.334338	46.685991
2923.065245	1.008200	0.100015	1.013149	80.234743	8.532798	0.000829	-45.042472	-45.042472	-45.042472	0.031799	0.100202	2.830000	0.638696	0.331661	47.119127
2965.170628	0.999518	0.098748	1.004384	80.003106	8.602549	0.000800	-45.519857	-45.519857	-45.519857	0.031190	0.096560	2.830000	0.628356	0.328972	47.551095
3007.882518	0.991086	0.098338	0.995952	79.771088	8.673756	0.000771	-45.994728	-45.994728	-45.994728	0.030578	0.093062	2.830000	0.618059	0.326272	47.981816
3051.209653	0.982983	0.098761	0.987932	79.539083	8.746441	0.000743	-46.466891	-46.466891	-46.466891	0.029966	0.089709	2.830000	0.607807	0.323560	48.411211
3095.160895	0.975288	0.099987	0.980400	79.307496	8.820627	0.000716	-46.936162	-46.936162	-46.936162	0.029353	0.086503	2.830000	0.597605	0.320839	48.839204
3139.745234	0.968077	0.101976	0.973434	79.076734	8.896334	0.000690	-47.402369	-47.402369	-47.402369	0.028742	0.083443	2.830000	0.587458	0.318109	49.265718
3184.971790	0.961426	0.104680	0.967108	78.847205	8.973586	0.000664	-47.865351	-47.865351	-47.865351	0.028132	0.080531	2.830000	0.577369	0.315370	49.690680
3230.849813	0.955405	0.108043	0.961495	78.619309	9.052406	0.000640	-48.324962	-48.324962	-48.324962	0.027526	0.077764	2.830000	0.567341	0.312624	50.114016
3277.388687	0.950080	0.111999	0.956659	78.393429	9.132815	0.000616	-48.781073	-48.781073	-48.781073	0.026924	0.075143	2.830000	0.557379	0.309872	50.535656
3324.597932	0.945511	0.116474	0.952658	78.169924	9.214838	0.000594	-49.233569	-49.233569	-49.233569	0.026328	0.072663	2.830000	0.547486	0.307113	50.955530
3372.487204	0.941752	0.121388	0.949543	77.949121	9.298496	0.000572	-49.682354	-49.682354	-49.682354	0.025738	0.070323	2.830000	0.537665	0.304350	51.373570
3421.066299	0.938846	0.126652	0.947351	77.731307	9.383814	0.000550	-50.127350	-50.127350	-50.127350	0.025155	0.068117	2.830000	0.527920	0.301583	51.789710
3470.345152	0.936832	0.132171	0.946109	77.516717	9.470816	0.000530	-50.568498	-50.568498	-50.568498	0.024581	0.066043	2.830000	0.518253	0.298813	52.203886
3520.333844	0.935733	0.137843	0.945832	77.305532	9.559523	0.000510	-51.005758	-51.005758	-51.005758	0.024017	0.064093	2.830000	0.508669	0.296040	52.616036
3571.042600	0.935565	0.143563	0.946516	77.097867	9.649962	0.000491	-51.439113	-51.439113	-51.439113	0.023463	0.062263	2.830000	0.499169	0.293265	53.026100
3622.481792	0.936330	0.149222	0.948146	76.893767	9.742156	0.000473	-51.868562	-51.868562	-51.868562	0.022921	0.060547	2.830000	0.489757	0.290490	53.434020
3674.661941	0.938017	0.154710	0.950690	76.693206	9.836129	0.000455	-52.294128	-52.294128	-52.294128	0.022392	0.058936	2.830000	0.480435	0.287715	53.839738
3727.593720	0.940601	0.159914	0.954098	76.496078	9.931906	0.000438	-52.715851	-52.715851	-52.715851	0.021875	0.057424	2.830000	0.471205	0.284940	54.243200
3781.287957	0.944044	0.164725	0.958308	76.302203	10.029513	0.000421	-53.133793	-53.133793	-53.133793	0.021372	0.056002	2.830000	0.462071	0.282167	54.644355
3835.755635	0.948293	0.169037	0.963241	76.111324	10.128974	0.000405	-53.548030	-53.548030	-53.548030	0.020883	0.054663	2.830000	0.453034	0.279397	55.043151
3891.007893	0.953281	0.172747	0.968807	75.923110	10.230315	0.000390	-53.958657	-53.958657	-53.958657	0.020409	0.053398	2.830000	0.444097	0.276629	55.439540
3947.056035	0.958927	0.175761	0.974901	75.737167	10.333563	0.000375	-54.365786	-54.365786	-54.365786	0.019950	0.052199	2.830000	0.435261	0.273865	55.833475
4003.911523	0.965135	0.177994	0.981411	75.553037	10.438743	0.000361	-54.769539	-54.769539	-54.769539	0.019506	0.051056	2.830000	0.426529	0.271105	56.224911
4061.585988	0.971799	0.179373	0.988214	75.370212	10.545881	0.000347	-55.170049	-55.170049	-55.170049	0.019077	0.049962	2.830000	0.417901	0.268351	56.613806
4120.091227	0.978799	0.179838	0.995183	75.188140	10.655006	0.000334	-55.567461	-55.567461	-55.567461	0.018664	0.048908	2.830000	0.409380	0.265603	57.000118
4179.439206	0.986008	0.179344	1.002186	75.006237	10.766144	0.000321	-55.961921	-55.961921	-55.961921	0.018265	0.047886	2.830000	0.400967	0.262861	57.383808
4239.642065	0.993289	0.177865	1.009088	74.823897	10.879322	0.000309	-56.353579	-56.353579	-56.353579	0.017881	0.046888	2.830000	0.392663	0.260126	57.764838
4300.712118	1.000499	0.175391	1.015757	74.640506	10.994570	0.000297	-56.742586	-56.742586	-56.742586	0.017510	0.045907	2.830000	0.384470	0.257400	58.143173
4362.661857	1.007496	0.171936	1.022062	74.455449	11.111914	0.000286	-57.129086	-57.129086	-57.129086	0.017153	0.044937	2.830000	0.376389	0.254682	58.518779
4425.503952	1.014133	0.167533	1.027878	74.268126	11.231384	0.000275	-57.513215	-57.513215	-57.513215	0.016809	0.043971	2.830000	0.368420	0.251972	58.891622
4489.251258	1.020270	0.162237	1.033089	74.077961	11.353010	0.000264	-57.895100	-57.895100	-57.895100	0.016475	0.043004	2.830000	0.360565	0.249273	59.261671
4553.916814	1.025773	0.156125	1.037586	73.884416	11.476820	0.000254	-58.274850	-58.274850	-58.274850	0.016152	0.042032	2.830000	0.352823	0.246584	59.628898
4619.513847	1.030516	0.149295	1.041274	73.686998	11.602844	0.000244	-58.652556	-58.652556	-58.652556	0.015839	0.041051	2.830000	0.345197	0.243906	59.993274
4686.055775	1.034390	0.141866	1.044073	73.485273	11.731114	0.000235	-59.028286	-59.028286	-59.028286	0.015533	0.040060	2.830000	0.337685	0.241239	60.354773
4753.556208	1.037303	0.133975	1.045919	73.278877	11.861659	0.000226	-59.402086	-59.402086	-59.402086	0.015234	0.039056	2.830000	0.330290	0.238584	60.713369
4822.028953	1.039182	0.125776	1.046766	73.067526	11.994510	0.000217	-59.773972	-59.773972	-59.773972	0.014941	0.038039	2.830000	0.323010	0.235941	61.069038
4891.488015	1.039980	0.117434	1.046589	72.851023	12.129700	0.000209	-60.143931	-60.143931	-60.143931	0.014651	0.037010	2.830000	0.315847	0.233312	61.421758
4961.947603	1.039676	0.109126	1.045388	72.629273	12.267259	0.000200	-60.511921	-60.511921	-60.511921	0.014365	0.035970	2.830000	0.308799	0.230695	61.771509
5033.422128	1.038279	0.101032	1.043183	72.402286	12.407221	0.000193	-60.877869	-60.877869	-60.877869	0.014080	0.034923	2.830000	0.301868	0.228093	62.118270
5105.926210	1.035828	0.093333	1.040024	72.170191	12.549617	0.000185	-61.241671	-61.241671	-61.241671	0.013796	0.033870	2.830000	0.295053	0.225505	62.462022
5179.474679	1.032393	0.086203	1.035985	71.933236	12.694481	0.000178	-61.603193	-61.603193	-61.603193	0.013512	0.032816	2.830000	0.288354	0.222932	62.802749
5254.082580	1.028075	0.079809	1.031168	71.691794	12.841847	0.000171	-61.962277	-61.962277	-61.962277	0.013227	0.031767	2.830000	0.281771	0.220373	63.140435
5329.765172	1.023005	0.074296	1.025699	71.446366	12.991747	0.000164	-62.318741	-62.318741	-62.318741	0.012940	0.030727	2.830000	0.275303	0.217831	63.475066
5406.537936	1.017342	0.069792	1.019733	71.197577	13.144216	0.000158	-62.672384	-62.672384	-62.672384	0.012651	0.029702	2.830000	0.268951	0.215304	63.806628
5484.416576	1.011268	0.066392	1.013445	70.946167	13.299289	0.000151	-63.022991	-63.022991	-63.022991	0.012360	0.028697	2.830000	0.262712	0.212793	64.135109
5563.417021	1.004985	0.064162	1.007031	70.692978	13.457001	0.000145	-63.370341	-63.370341	-63.370341	0.012067	0.027718	2.830000	0.256588	0.210299	64.460501
5643.555431	0.998705	0.063129	1.000699	70.438935	13.617386	0.000140	-63.714213	-63.714213	-63.714213	0.011772	0.026770	2.830000	0.250577	0.207823	64.782793
5724.848197	0.992651	0.063279	0.994665	70.185020	13.780480	0.000134	-64.054391	-64.054391	-64.054391	0.011476	0.025858	2.830000	0.244678	0.205363	65.101979
5807.311946	0.987039	0.064556	0.989148	69.932235	13.946319	0.000129	-64.390675	-64.390675	-64.390675	0.011180	0.024987	2.830000	0.238891	0.202921	65.418053
5890.963548	0.982080	0.066863	0.984353	69.681565	14.114941	0.000124	-64.722886	-64.722886	-64.722886	0.010884	0.024160	2.830000	0.233216	0.200497	65.731010
5975.820111	0.977961	0.070058	0.980468	69.433929	14.286380	0.000119	-65.050875	-65.050875	-65.050875	0.010590	0.023379	2.830000	0.227650	0.198091	66.040849
6061.898993	0.974847	0.073964	0.977649	69.190135	14.460676	0.000114	-65.374529	-65.374529	-65.374529	0.010300	0.022645	2.830000	0.222194	0.195703	66.347567
6149.217802	0.972863	0.078369	0.976014	68.950830	14.637865	0.000109	-65.693774	-65.693774	-65.693774	0.010014	0.021960	2.830000	0.216845	0.193334	66.651165
6237.794396	0.972091	0.083035	0.975630	68.716458	14.817986	0.000105	-66.008584	-66.008584	-66.008584	0.009733	0.021321	2.830000	0.211604	0.190984	66.951645
6327.646895	0.972564	0.087707	0.976510	68.487223	15.001078	0.000101	-66.318980	-66.318980	-66.318980	0.009460	0.020728	2.830000	0.206469	0.188653	67.249011
6418.793677	0.974260	0.092123	0.978606	68.263064	15.187179	0.000097	-66.625029	-66.625029	-66.625029	0.009196	0.020177	2.830000	0.201439	0.186341	67.543266
6511.253386	0.977103	0.096026	0.981811	68.043648	15.376330	0.000093	-66.926849	-66.926849	-66.926849	0.008941	0.019664	2.830000	0.196512	0.184049	67.834418
6605.044933	0.980959	0.099175	0.985959	67.828375	15.568571	0.000089	-67.224599	-67.224599	-67.224599	0.008698	0.019184	2.830000	0.191688	0.181776	68.122473
6700.187504	0.985640	0.101362	0.990838	67.616402	15.763944	0.000086	-67.518476	-67.518476	-67.518476	0.008465	0.018732	2.830000	0.186965	0.179524	68.407440
6796.700558	0.990913	0.102419	0.996192	67.406679	15.962489	0.000082	-67.808708	-67.808708	-67.808708	0.008244	0.018301	2.830000	0.182342	0.177291	68.689329
6894.603838	0.996509	0.102235	1.001740	67.198007	16.164249	0.000079	-68.095542	-68.095542	-68.095542	0.008035	0.017886	2.830000	0.177818	0.175078	68.968150
6993.917368	1.002133	0.100758	1.007186	66.989093	16.369268	0.000076	-68.379233	-68.379233	-68.379233	0.007837	0.017481	2.830000	0.173391	0.172885	69.243916
7094.661463	1.007479	0.098008	1.012235	66.778622	16.577588	0.000073	-68.660033	-68.660033	-68.660033	0.007650	0.017081	2.830000	0.169059	0.170712	69.516638
7196.856730	1.012250	0.094078	1.016612	66.565327	16.789255	0.000070	-68.938176	-68.938176	-68.938176	0.007472	0.016681	2.830000	0.164823	0.168560	69.786330
7300.524071	1.016170	0.089131	1.020072	66.348057	17.004312	0.000067	-69.213866	-69.213866	-69.213866	0.007304	0.016276	2.830000	0.160679	0.166428	70.053006
7405.684692	1.019010	0.083397	1.022417	66.125845	17.222807	0.000064	-69.487267	-69.487267	-69.487267	0.007141	0.015864	2.830000	0.156628	0.164317	70.316680
7512.360102	1.020596	0.077160	1.023509	65.897970	17.444786	0.000062	-69.758490	-69.758490	-69.758490	0.006985	0.015444	2.830000	0.152666	0.162226	70.577366
7620.572122	1.020830	0.070747	1.023279	65.664006	17.670295	0.000059	-70.027587	-70.027587	-70.027587	0.006831	0.015014	2.830000	0.148794	0.160156	70.835081
7730.342884	1.019697	0.064503	1.021735	65.423865	17.899382	0.000057	-70.294549	-70.294549	-70.294549	0.006680	0.014578	2.830000	0.145009	0.158106	71.089840
7841.694843	1.017274	0.058777	1.018970	65.177823	18.132097	0.000054	-70.559302	-70.559302	-70.559302	0.006529	0.014135	2.830000	0.141310	0.156077	71.341659
7954.650775	1.013725	0.053891	1.015157	64.926526	18.368488	0.000052	-70.821715	-70.821715	-70.821715	0.006377	0.013691	2.830000	0.137695	0.154068	71.590555
8069.233784	1.009302	0.050118	1.010546	64.670983	18.608605	0.000050	-71.081604	-71.081604	-71.081604	0.006223	0.013248	2.830000	0.134164	0.152080	71.836544
8185.467307	1.004325	0.047661	1.005455	64.412521	18.852499	0.000048	-71.338751	-71.338751	-71.338751	0.006067	0.012812	2.830000	0.130715	0.150113	72.079644
8303.375120	0.999164	0.046630	1.000252	64.152716	19.100220	0.000046	-71.592914	-71.592914	-71.592914	0.005908	0.012387	2.830000	0.127345	0.148166	72.319873
8422.981339	0.994216	0.047033	0.995327	63.893294	19.351822	0.000044	-71.843851	-71.843851	-71.843851	0.005747	0.011979	2.830000	0.124055	0.146239	72.557248
8544.310429	0.989869	0.048762	0.991069	63.636004	19.607355	0.000042	-72.091337	-72.091337	-72.091337	0.005585	0.011590	2.830000	0.120842	0.144334	72.791789
8667.387209	0.986477	0.051603	0.987826	63.382462	19.866873	0.000041	-72.335185	-72.335185	-72.335185	0.005422	0.011224	2.830000	0.117705	0.142448	73.023515
8792.236851	0.984323	0.055242	0.985872	63.134000	20.130431	0.000039	-72.575263	-72.575263	-72.575263	0.005261	0.010883	2.830000	0.114643	0.140583	73.252446
8918.884894	0.983590	0.059289	0.985375	62.891513	20.398082	0.000037	-72.811513	-72.811513	-72.811513	0.005103	0.010568	2.830000	0.111654	0.138739	73.478602
9047.357242	0.984343	0.063310	0.986377	62.655345	20.669883	0.000036	-73.043952	-73.043952	-73.043952	0.004950	0.010277	2.830000	0.108736	0.136914	73.702005
9177.680175	0.986511	0.066859	0.988774	62.425222	20.945889	0.000034	-73.272683	-73.272683	-73.272683	0.004803	0.010008	2.830000	0.105889	0.135110	73.922677
9309.880348	0.989892	0.069524	0.992330	62.200249	21.226157	0.000033	-73.497885	-73.497885	-73.497885	0.004663	0.009759	2.830000	0.103111	0.133326	74.140639
9443.984802	0.994158	0.070969	0.996688	61.978976	21.510746	0.000032	-73.719800	-73.719800	-73.719800	0.004532	0.009525	2.830000	0.100400	0.131562	74.355916
9580.020968	0.998886	0.070970	1.001404	61.759536	21.799714	0.000030	-73.938718	-73.938718	-73.938718	0.004410	0.009300	2.830000	0.097756	0.129818	74.568528
9718.016671	1.003592	0.069443	1.005992	61.539818	22.093121	0.000029	-74.154947	-74.154947	-74.154947	0.004297	0.009081	2.830000	0.095177	0.128094	74.778501
9858.000137	1.007784	0.066467	1.009973	61.317690	22.391028	0.000028	-74.368790	-74.368790	-74.368790	0.004192	0.008863	2.830000	0.092661	0.126390	74.985858
10000.000000	1.011008	0.062278	1.012924	61.091219	22.693497	0.000027	-74.580508	-74.580508	-74.580508	0.004093	0.008641	2.830000	0.090207	0.124705	75.190623
10144.045304	1.012906	0.057257	1.014523	60.858880	23.000590	0.000026	-74.790301	-74.790301	-74.790301	0.003999	0.008414	2.830000	0.087814	0.123040	75.392818
10290.165513	1.013264	0.051889	1.014592	60.619744	23.312371	0.000025	-74.998282	-74.998282	-74.998282	0.003909	0.008181	2.830000	0.085480	0.121395	75.592468
10438.390514	1.012040	0.046719	1.013117	60.373603	23.628905	0.000024	-75.204463	-75.204463	-75.204463	0.003819	0.007942	2.830000	0.083205	0.119769	75.789597
10588.750628	1.009383	0.042282	1.010268	60.121039	23.950258	0.000023	-75.408761	-75.408761	-75.408761	0.003729	0.007698	2.830000	0.080987	0.118162	75.984228
10741.276608	1.005626	0.039037	1.006384	59.863410	24.276495	0.000022	-75.610999	-75.610999	-75.610999	0.003637	0.007454	2.830000	0.078825	0.116574	76.176384
10895.999653	1.001252	0.037307	1.001947	59.602739	24.607685	0.000021	-75.810936	-75.810936	-75.810936	0.003542	0.007212	2.830000	0.076717	0.115005	76.366089
11052.951411	0.996838	0.037225	0.997533	59.341507	24.943896	0.000020	-76.008296	-76.008296	-76.008296	0.003444	0.006978	2.830000	0.074663	0.113455	76.553366
11212.163986	0.992983	0.038703	0.993737	59.082347	25.285197	0.000019	-76.202810	-76.202810	-76.202810	0.003343	0.006755	2.830000	0.072661	0.111923	76.738238
11373.669943	0.990224	0.041437	0.991091	58.827676	25.631658	0.000018	-76.394253	-76.394253	-76.394253	0.003242	0.006546	2.830000	0.070710	0.110410	76.920730
11537.502317	0.988957	0.044936	0.989977	58.579314	25.983351	0.000018	-76.582483	-76.582483	-76.582483	0.003141	0.006353	2.830000	0.068808	0.108916	77.100865
11703.694619	0.989367	0.048580	0.990559	58.338151	26.340347	0.000017	-76.767465	-76.767465	-76.767465	0.003043	0.006176	2.830000	0.066956	0.107440	77.278666
11872.280844	0.991390	0.051715	0.992738	58.103947	26.702720	0.000016	-76.949287	-76.949287	-76.949287	0.002950	0.006014	2.830000	0.065151	0.105982	77.454159
