Freq (hertz)	Ra (norm)	Xa (norm)	Za (norm)	SPL (dB)	Ze (ohms)	Xd (mm) 	WPhase (deg)	UPhase (deg)	CPhase (deg)	Delay (msec)	Efficiency (%)	Ein (volts)	Pin (watts)	Iin (amps)	ZePhase (deg)
101.440453	0.007195	0.101553	0.101807	90.328068	10.773120	0.904289	57.674621	57.674621	57.674621	1.938669	1.325940	2.830000	0.493148	0.262691	-48.443784
102.901655	0.007403	0.103004	0.103270	90.363045	10.491947	0.882366	56.669313	56.669313	56.669313	1.883864	1.284462	2.830000	0.513189	0.269731	-47.755465
104.383905	0.007617	0.104476	0.104753	90.395964	10.231543	0.860772	55.678485	55.678485	55.678485	1.830125	1.245575	2.830000	0.533238	0.276596	-47.060744
105.887506	0.007838	0.105968	0.106258	90.426916	9.989906	0.839517	54.702177	54.702177	54.702177	1.777485	1.209093	2.830000	0.553256	0.283286	-46.361641
107.412766	0.008065	0.107482	0.107784	90.455989	9.765271	0.818610	53.740401	53.740401	53.740401	1.725972	1.174843	2.830000	0.573210	0.289803	-45.659904
108.959997	0.008298	0.109016	0.109332	90.483270	9.556082	0.798060	52.793144	52.793144	52.793144	1.675607	1.142663	2.830000	0.593066	0.296146	-44.957053
110.529514	0.008538	0.110572	0.110902	90.508842	9.360961	0.777874	51.860371	51.860371	51.860371	1.626406	1.112404	2.830000	0.612796	0.302319	-44.254405
112.121640	0.008785	0.112150	0.112494	90.532788	9.178682	0.758058	50.942025	50.942025	50.942025	1.578382	1.083929	2.830000	0.632372	0.308323	-43.553103
113.736699	0.009039	0.113750	0.114109	90.555186	9.008153	0.738616	50.038027	50.038027	50.038027	1.531543	1.057110	2.830000	0.651768	0.314160	-42.854138
115.375023	0.009301	0.115373	0.115747	90.576113	8.848397	0.719551	49.148282	49.148282	49.148282	1.485891	1.031829	2.830000	0.670962	0.319832	-42.158371
117.036946	0.009570	0.117018	0.117408	90.595642	8.698539	0.700866	48.272678	48.272678	48.272678	1.441426	1.007979	2.830000	0.689933	0.325342	-41.466543
118.722808	0.009846	0.118685	0.119093	90.613845	8.557790	0.682564	47.411087	47.411087	47.411087	1.398146	0.985460	2.830000	0.708663	0.330693	-40.779295
120.432955	0.010131	0.120377	0.120802	90.630790	8.425443	0.664644	46.563367	46.563367	46.563367	1.356042	0.964181	2.830000	0.727135	0.335887	-40.097178
122.167735	0.010424	0.122091	0.122536	90.646543	8.300855	0.647106	45.729364	45.729364	45.729364	1.315107	0.944056	2.830000	0.745334	0.340929	-39.420663
123.927504	0.010725	0.123830	0.124294	90.661167	8.183447	0.629950	44.908914	44.908914	44.908914	1.275327	0.925007	2.830000	0.763248	0.345820	-38.750150
125.712621	0.011035	0.125593	0.126077	90.674722	8.072693	0.613175	44.101841	44.101841	44.101841	1.236688	0.906964	2.830000	0.780866	0.350565	-38.085980
127.523453	0.011354	0.127380	0.127885	90.687266	7.968113	0.596777	43.307963	43.307963	43.307963	1.199175	0.889859	2.830000	0.798178	0.355166	-37.428434
129.360368	0.011683	0.129192	0.129719	90.698854	7.869272	0.580755	42.527087	42.527087	42.527087	1.162770	0.873632	2.830000	0.815176	0.359627	-36.777747
131.223743	0.012020	0.131029	0.131579	90.709539	7.775772	0.565106	41.759018	41.759018	41.759018	1.127454	0.858226	2.830000	0.831853	0.363951	-36.134112
133.113960	0.012368	0.132892	0.133466	90.719372	7.687249	0.549825	41.003552	41.003552	41.003552	1.093205	0.843589	2.830000	0.848204	0.368142	-35.497681
135.031404	0.012725	0.134780	0.135379	90.728399	7.603370	0.534909	40.260481	40.260481	40.260481	1.060003	0.829673	2.830000	0.864226	0.372203	-34.868571
136.976468	0.013093	0.136694	0.137320	90.736668	7.523829	0.520352	39.529595	39.529595	39.529595	1.027825	0.816434	2.830000	0.879914	0.376138	-34.246873
138.949549	0.013471	0.138635	0.139288	90.744220	7.448345	0.506151	38.810680	38.810680	38.810680	0.996648	0.803829	2.830000	0.895267	0.379950	-33.632646
140.951052	0.013860	0.140603	0.141284	90.751097	7.376661	0.492300	38.103519	38.103519	38.103519	0.966448	0.791821	2.830000	0.910284	0.383642	-33.025928
142.981386	0.014260	0.142597	0.143309	90.757338	7.308537	0.478794	37.407894	37.407894	37.407894	0.937202	0.780375	2.830000	0.924964	0.387218	-32.426735
145.040966	0.014672	0.144619	0.145362	90.762980	7.243754	0.465628	36.723586	36.723586	36.723586	0.908886	0.769456	2.830000	0.939309	0.390681	-31.835065
147.130213	0.015095	0.146669	0.147444	90.768057	7.182109	0.452795	36.050377	36.050377	36.050377	0.881474	0.759035	2.830000	0.953319	0.394035	-31.250898
149.249555	0.015531	0.148747	0.149555	90.772604	7.123415	0.440289	35.388046	35.388046	35.388046	0.854942	0.749083	2.830000	0.966996	0.397281	-30.674201
151.399424	0.015979	0.150853	0.151697	90.776650	7.067497	0.428106	34.736374	34.736374	34.736374	0.829267	0.739574	2.830000	0.980342	0.400425	-30.104928
153.580262	0.016440	0.152988	0.153868	90.780226	7.014194	0.416238	34.095145	34.095145	34.095145	0.804424	0.730482	2.830000	0.993361	0.403468	-29.543019
155.792513	0.016915	0.155152	0.156071	90.783360	6.963357	0.404679	33.464141	33.464141	33.464141	0.780388	0.721785	2.830000	1.006056	0.406413	-28.988408
158.036631	0.017403	0.157345	0.158304	90.786077	6.914845	0.393423	32.843147	32.843147	32.843147	0.757135	0.713462	2.830000	1.018430	0.409264	-28.441017
160.313075	0.017905	0.159568	0.160570	90.788402	6.868530	0.382464	32.231949	32.231949	32.231949	0.734644	0.705491	2.830000	1.030488	0.412024	-27.900764
162.622309	0.018421	0.161821	0.162867	90.790360	6.824290	0.371795	31.630336	31.630336	31.630336	0.712889	0.697855	2.830000	1.042234	0.414695	-27.367556
164.964807	0.018952	0.164105	0.165196	90.791970	6.782014	0.361410	31.038100	31.038100	31.038100	0.691848	0.690535	2.830000	1.053673	0.417280	-26.841299
167.341048	0.019498	0.166420	0.167558	90.793255	6.741596	0.351304	30.455034	30.455034	30.455034	0.671500	0.683515	2.830000	1.064809	0.419782	-26.321891
169.751517	0.020060	0.168766	0.169954	90.794233	6.702938	0.341468	29.880934	29.880934	29.880934	0.651821	0.676780	2.830000	1.075648	0.422203	-25.809228
172.196708	0.020638	0.171143	0.172383	90.794923	6.665949	0.331898	29.315600	29.315600	29.315600	0.632791	0.670315	2.830000	1.086194	0.424546	-25.303201
174.677121	0.021233	0.173553	0.174847	90.795341	6.630543	0.322587	28.758832	28.758832	28.758832	0.614388	0.664107	2.830000	1.096454	0.426813	-24.803698
177.193263	0.021845	0.175994	0.177345	90.795504	6.596638	0.313529	28.210436	28.210436	28.210436	0.596593	0.658143	2.830000	1.106431	0.429006	-24.310607
179.745648	0.022474	0.178468	0.179878	90.795425	6.564161	0.304718	27.670220	27.670220	27.670220	0.579385	0.652411	2.830000	1.116133	0.431129	-23.823813
182.334800	0.023121	0.180976	0.182447	90.795120	6.533040	0.296147	27.137995	27.137995	27.137995	0.562745	0.646899	2.830000	1.125564	0.433183	-23.343198
184.961247	0.023786	0.183516	0.185051	90.794601	6.503209	0.287812	26.613576	26.613576	26.613576	0.546654	0.641596	2.830000	1.134730	0.435170	-22.868644
187.625527	0.024471	0.186090	0.187692	90.793879	6.474606	0.279705	26.096779	26.096779	26.096779	0.531094	0.636494	2.830000	1.143636	0.437092	-22.400035
190.328185	0.025175	0.188699	0.190371	90.792967	6.447172	0.271822	25.587427	25.587427	25.587427	0.516046	0.631582	2.830000	1.152289	0.438952	-21.937250
193.069773	0.025899	0.191342	0.193086	90.791875	6.420852	0.264156	25.085342	25.085342	25.085342	0.501495	0.626851	2.830000	1.160693	0.440751	-21.480171
195.850852	0.026644	0.194019	0.195840	90.790612	6.395594	0.256702	24.590353	24.590353	24.590353	0.487422	0.622294	2.830000	1.168854	0.442492	-21.028678
198.671992	0.027410	0.196732	0.198632	90.789187	6.371350	0.249455	24.102289	24.102289	24.102289	0.473811	0.617901	2.830000	1.176777	0.444176	-20.582654
201.533769	0.028198	0.199480	0.201463	90.787609	6.348072	0.242409	23.620984	23.620984	23.620984	0.460648	0.613665	2.830000	1.184469	0.445805	-20.141980
204.436768	0.029008	0.202264	0.204334	90.785884	6.325718	0.235559	23.146276	23.146276	23.146276	0.447916	0.609580	2.830000	1.191933	0.447380	-19.706538
207.381584	0.029841	0.205084	0.207244	90.784021	6.304247	0.228900	22.678004	22.678004	22.678004	0.435602	0.605638	2.830000	1.199177	0.448904	-19.276212
210.368818	0.030698	0.207941	0.210195	90.782026	6.283620	0.222427	22.216013	22.216013	22.216013	0.423690	0.601834	2.830000	1.206204	0.450377	-18.850886
213.399082	0.031579	0.210835	0.213187	90.779904	6.263800	0.216135	21.760147	21.760147	21.760147	0.412167	0.598160	2.830000	1.213019	0.451802	-18.430445
216.472995	0.032486	0.213766	0.216221	90.777662	6.244752	0.210018	21.310256	21.310256	21.310256	0.401019	0.594611	2.830000	1.219629	0.453181	-18.014774
219.591187	0.033418	0.216735	0.219296	90.775303	6.226445	0.204073	20.866194	20.866194	20.866194	0.390234	0.591182	2.830000	1.226037	0.454513	-17.603761
222.754295	0.034376	0.219742	0.222414	90.772832	6.208846	0.198295	20.427814	20.427814	20.427814	0.379800	0.587867	2.830000	1.232248	0.455801	-17.197295
225.962966	0.035362	0.222787	0.225576	90.770253	6.191928	0.192678	19.994976	19.994976	19.994976	0.369704	0.584662	2.830000	1.238268	0.457047	-16.795264
229.217857	0.036375	0.225870	0.228781	90.767571	6.175661	0.187220	19.567540	19.567540	19.567540	0.359935	0.581562	2.830000	1.244101	0.458251	-16.397560
232.519632	0.037417	0.228993	0.232030	90.764787	6.160019	0.181914	19.145370	19.145370	19.145370	0.350481	0.578561	2.830000	1.249751	0.459414	-16.004075
235.868968	0.038489	0.232155	0.235324	90.761905	6.144979	0.176758	18.728333	18.728333	18.728333	0.341332	0.575657	2.830000	1.255223	0.460539	-15.614702
239.266550	0.039591	0.235357	0.238663	90.758927	6.130515	0.171748	18.316297	18.316297	18.316297	0.332478	0.572845	2.830000	1.260521	0.461625	-15.229337
242.713072	0.040724	0.238598	0.242049	90.755855	6.116606	0.166878	17.909135	17.909135	17.909135	0.323907	0.570120	2.830000	1.265650	0.462675	-14.847875
246.209240	0.041889	0.241880	0.245480	90.752691	6.103229	0.162146	17.506720	17.506720	17.506720	0.315611	0.567480	2.830000	1.270612	0.463689	-14.470214
249.755769	0.043086	0.245202	0.248959	90.749436	6.090366	0.157547	17.108930	17.108930	17.108930	0.307581	0.564920	2.830000	1.275414	0.464668	-14.096253
253.353383	0.044318	0.248566	0.252485	90.746092	6.077997	0.153078	16.715643	16.715643	16.715643	0.299806	0.562438	2.830000	1.280057	0.465614	-13.725892
257.002820	0.045584	0.251970	0.256060	90.742660	6.066103	0.148735	16.326741	16.326741	16.326741	0.292280	0.560029	2.830000	1.284546	0.466527	-13.359034
260.704825	0.046886	0.255416	0.259683	90.739139	6.054667	0.144514	15.942107	15.942107	15.942107	0.284992	0.557691	2.830000	1.288885	0.467408	-12.995580
264.460155	0.048224	0.258903	0.263356	90.735530	6.043673	0.140413	15.561629	15.561629	15.561629	0.277935	0.555422	2.830000	1.293078	0.468258	-12.635436
268.269580	0.049600	0.262433	0.267079	90.731834	6.033105	0.136428	15.185193	15.185193	15.185193	0.271101	0.553217	2.830000	1.297126	0.469079	-12.278507
272.133877	0.051014	0.266004	0.270852	90.728050	6.022948	0.132556	14.812689	14.812689	14.812689	0.264484	0.551074	2.830000	1.301035	0.469870	-11.924700
276.053838	0.052468	0.269619	0.274676	90.724178	6.013188	0.128793	14.444012	14.444012	14.444012	0.258074	0.548992	2.830000	1.304808	0.470632	-11.573924
280.030263	0.053962	0.273275	0.278552	90.720216	6.003811	0.125136	14.079053	14.079053	14.079053	0.251866	0.546966	2.830000	1.308446	0.471367	-11.226088
284.063968	0.055499	0.276975	0.282481	90.716165	5.994805	0.121583	13.717710	13.717710	13.717710	0.245852	0.544995	2.830000	1.311954	0.472075	-10.881103
288.155776	0.057078	0.280718	0.286462	90.712023	5.986157	0.118131	13.359881	13.359881	13.359881	0.240027	0.543076	2.830000	1.315334	0.472757	-10.538881
292.306525	0.058701	0.284504	0.290497	90.707789	5.977856	0.114776	13.005465	13.005465	13.005465	0.234383	0.541207	2.830000	1.318590	0.473414	-10.199337
296.517063	0.060369	0.288334	0.294586	90.703462	5.969890	0.111516	12.654364	12.654364	12.654364	0.228916	0.539386	2.830000	1.321724	0.474046	-9.862383
300.788252	0.062084	0.292207	0.298729	90.699039	5.962250	0.108349	12.306481	12.306481	12.306481	0.223618	0.537611	2.830000	1.324738	0.474653	-9.527936
305.120965	0.063846	0.296124	0.302928	90.694520	5.954925	0.105271	11.961721	11.961721	11.961721	0.218484	0.535880	2.830000	1.327635	0.475237	-9.195914
309.516090	0.065657	0.300085	0.307183	90.689901	5.947906	0.102280	11.619992	11.619992	11.619992	0.213509	0.534191	2.830000	1.330418	0.475798	-8.866233
313.974523	0.067519	0.304089	0.311495	90.685181	5.941183	0.099375	11.281200	11.281200	11.281200	0.208688	0.532541	2.830000	1.333089	0.476336	-8.538813
318.497179	0.069431	0.308138	0.315864	90.680358	5.934749	0.096551	10.945256	10.945256	10.945256	0.204016	0.530930	2.830000	1.335650	0.476853	-8.213574
323.084981	0.071397	0.312231	0.320290	90.675429	5.928594	0.093807	10.612070	10.612070	10.612070	0.199487	0.529355	2.830000	1.338104	0.477348	-7.890438
327.738869	0.073417	0.316368	0.324775	90.670391	5.922711	0.091142	10.281555	10.281555	10.281555	0.195097	0.527815	2.830000	1.340452	0.477822	-7.569326
332.459793	0.075492	0.320550	0.329319	90.665242	5.917093	0.088551	9.953625	9.953625	9.953625	0.190841	0.526309	2.830000	1.342697	0.478275	-7.250162
337.248720	0.077624	0.324775	0.333923	90.659978	5.911733	0.086034	9.628195	9.628195	9.628195	0.186716	0.524833	2.830000	1.344841	0.478709	-6.932871
342.106630	0.079815	0.329045	0.338586	90.654596	5.906624	0.083589	9.305181	9.305181	9.305181	0.182716	0.523388	2.830000	1.346885	0.479123	-6.617376
347.034515	0.082066	0.333358	0.343311	90.649093	5.901759	0.081213	8.984501	8.984501	8.984501	0.178838	0.521971	2.830000	1.348832	0.479518	-6.303605
352.033384	0.084378	0.337716	0.348097	90.643466	5.897133	0.078904	8.666075	8.666075	8.666075	0.175078	0.520581	2.830000	1.350682	0.479894	-5.991485
357.104260	0.086754	0.342117	0.352945	90.637711	5.892740	0.076660	8.349821	8.349821	8.349821	0.171431	0.519216	2.830000	1.352438	0.480252	-5.680943
362.248179	0.089194	0.346562	0.357856	90.631824	5.888574	0.074480	8.035661	8.035661	8.035661	0.167895	0.517876	2.830000	1.354101	0.480592	-5.371908
367.466194	0.091700	0.351050	0.362830	90.625801	5.884631	0.072362	7.723517	7.723517	7.723517	0.164466	0.516558	2.830000	1.355673	0.480914	-5.064309
372.759372	0.094275	0.355582	0.367867	90.619638	5.880906	0.070304	7.413313	7.413313	7.413313	0.161140	0.515263	2.830000	1.357155	0.481218	-4.758078
378.128796	0.096919	0.360157	0.372970	90.613330	5.877393	0.068304	7.104972	7.104972	7.104972	0.157914	0.513987	2.830000	1.358548	0.481506	-4.453146
383.575563	0.099635	0.364774	0.378137	90.606875	5.874090	0.066361	6.798420	6.798420	6.798420	0.154784	0.512731	2.830000	1.359854	0.481777	-4.149444
389.100789	0.102424	0.369434	0.383369	90.600265	5.870991	0.064472	6.493583	6.493583	6.493583	0.151749	0.511492	2.830000	1.361074	0.482031	-3.846905
394.705603	0.105288	0.374135	0.388668	90.593498	5.868093	0.062638	6.190388	6.190388	6.190388	0.148804	0.510270	2.830000	1.362209	0.482269	-3.545462
400.391152	0.108228	0.378878	0.394033	90.586568	5.865392	0.060855	5.888763	5.888763	5.888763	0.145946	0.509064	2.830000	1.363261	0.482491	-3.245051
406.158599	0.111248	0.383662	0.399466	90.579470	5.862886	0.059123	5.588636	5.588636	5.588636	0.143174	0.507872	2.830000	1.364229	0.482697	-2.945605
412.009123	0.114348	0.388487	0.404966	90.572199	5.860570	0.057440	5.289938	5.289938	5.289938	0.140484	0.506693	2.830000	1.365115	0.482888	-2.647061
417.943921	0.117530	0.393351	0.410535	90.564750	5.858443	0.055804	4.992598	4.992598	4.992598	0.137874	0.505526	2.830000	1.365921	0.483064	-2.349355
423.964207	0.120798	0.398255	0.416172	90.557116	5.856500	0.054215	4.696548	4.696548	4.696548	0.135341	0.504371	2.830000	1.366646	0.483224	-2.052423
430.071212	0.124151	0.403197	0.421878	90.549292	5.854741	0.052671	4.401720	4.401720	4.401720	0.132883	0.503225	2.830000	1.367292	0.483369	-1.756204
436.266186	0.127594	0.408177	0.427655	90.541272	5.853162	0.051171	4.108045	4.108045	4.108045	0.130497	0.502089	2.830000	1.367859	0.483499	-1.460635
442.550395	0.131127	0.413194	0.433501	90.533050	5.851762	0.049713	3.815458	3.815458	3.815458	0.128182	0.500960	2.830000	1.368347	0.483615	-1.165656
448.925126	0.134753	0.418247	0.439418	90.524620	5.850538	0.048296	3.523892	3.523892	3.523892	0.125934	0.499838	2.830000	1.368759	0.483716	-0.871205
455.391681	0.138474	0.423335	0.445407	90.515975	5.849488	0.046919	3.233281	3.233281	3.233281	0.123752	0.498723	2.830000	1.369093	0.483803	-0.577223
461.951385	0.142291	0.428457	0.451466	90.507109	5.848612	0.045582	2.943561	2.943561	2.943561	0.121634	0.497612	2.830000	1.369351	0.483875	-0.283650
468.605578	0.146209	0.433612	0.457598	90.498015	5.847908	0.044282	2.654667	2.654667	2.654667	0.119577	0.496505	2.830000	1.369532	0.483934	0.009571
475.355621	0.150227	0.438799	0.463802	90.488685	5.847374	0.043019	2.366536	2.366536	2.366536	0.117581	0.495401	2.830000	1.369638	0.483978	0.302501
482.202895	0.154350	0.444016	0.470079	90.479112	5.847010	0.041792	2.079103	2.079103	2.079103	0.115642	0.494299	2.830000	1.369669	0.484008	0.595196
489.148802	0.158578	0.449263	0.476429	90.469290	5.846814	0.040600	1.792308	1.792308	1.792308	0.113760	0.493199	2.830000	1.369624	0.484024	0.887714
496.194760	0.162915	0.454538	0.482852	90.459209	5.846786	0.039441	1.506086	1.506086	1.506086	0.111932	0.492098	2.830000	1.369505	0.484027	1.180111
503.342213	0.167363	0.459839	0.489349	90.448862	5.846926	0.038315	1.220377	1.220377	1.220377	0.110156	0.490997	2.830000	1.369310	0.484015	1.472443
510.592621	0.171924	0.465165	0.495920	90.438242	5.847232	0.037221	0.935119	0.935119	0.935119	0.108432	0.489894	2.830000	1.369041	0.483990	1.764766
517.947468	0.176600	0.470514	0.502565	90.427339	5.847705	0.036158	0.650252	0.650252	0.650252	0.106757	0.488788	2.830000	1.368697	0.483951	2.057136
525.408258	0.181394	0.475885	0.509284	90.416146	5.848344	0.035125	0.365714	0.365714	0.365714	0.105131	0.487679	2.830000	1.368279	0.483898	2.349606
532.976517	0.186309	0.481274	0.516078	90.404652	5.849150	0.034122	0.081446	0.081446	0.081446	0.103550	0.486566	2.830000	1.367786	0.483831	2.642231
540.653794	0.191346	0.486682	0.522946	90.392850	5.850123	0.033146	-0.202612	-0.202612	-0.202612	0.102015	0.485447	2.830000	1.367218	0.483751	2.935064
548.441658	0.196509	0.492104	0.529889	90.380729	5.851262	0.032199	-0.486519	-0.486519	-0.486519	0.100524	0.484321	2.830000	1.366576	0.483656	3.228159
556.341702	0.201799	0.497540	0.536907	90.368280	5.852569	0.031278	-0.770333	-0.770333	-0.770333	0.099074	0.483189	2.830000	1.365858	0.483548	3.521568
564.355543	0.207219	0.502986	0.543999	90.355493	5.854044	0.030383	-1.054115	-1.054115	-1.054115	0.097666	0.482048	2.830000	1.365065	0.483426	3.815342
572.484820	0.212772	0.508441	0.551167	90.342359	5.855689	0.029513	-1.337921	-1.337921	-1.337921	0.096297	0.480898	2.830000	1.364196	0.483291	4.109535
580.731195	0.218461	0.513902	0.558409	90.328865	5.857502	0.028668	-1.621810	-1.621810	-1.621810	0.094967	0.479739	2.830000	1.363252	0.483141	4.404196
589.096355	0.224286	0.519366	0.565725	90.315003	5.859487	0.027847	-1.905840	-1.905840	-1.905840	0.093674	0.478568	2.830000	1.362231	0.482977	4.699376
597.582011	0.230252	0.524830	0.573116	90.300760	5.861644	0.027050	-2.190067	-2.190067	-2.190067	0.092418	0.477386	2.830000	1.361134	0.482800	4.995126
606.189899	0.236361	0.530291	0.580582	90.286125	5.863974	0.026274	-2.474548	-2.474548	-2.474548	0.091196	0.476191	2.830000	1.359960	0.482608	5.291494
614.921780	0.242614	0.535747	0.588121	90.271087	5.866479	0.025521	-2.759341	-2.759341	-2.759341	0.090008	0.474982	2.830000	1.358708	0.482402	5.588530
623.779440	0.249015	0.541193	0.595734	90.255633	5.869161	0.024789	-3.044503	-3.044503	-3.044503	0.088854	0.473758	2.830000	1.357378	0.482181	5.886283
632.764690	0.255566	0.546627	0.603420	90.239752	5.872020	0.024078	-3.330088	-3.330088	-3.330088	0.087731	0.472519	2.830000	1.355970	0.481947	6.184801
641.879368	0.262269	0.552045	0.611178	90.223430	5.875060	0.023387	-3.616153	-3.616153	-3.616153	0.086639	0.471264	2.830000	1.354483	0.481697	6.484130
651.125339	0.269127	0.557443	0.619009	90.206655	5.878282	0.022715	-3.902755	-3.902755	-3.902755	0.085577	0.469990	2.830000	1.352916	0.481433	6.784318
660.504493	0.276142	0.562818	0.626912	90.189412	5.881688	0.022062	-4.189947	-4.189947	-4.189947	0.084544	0.468699	2.830000	1.351268	0.481154	7.085411
670.018750	0.283316	0.568165	0.634885	90.171689	5.885281	0.021428	-4.477787	-4.477787	-4.477787	0.083538	0.467388	2.830000	1.349540	0.480861	7.387456
679.670056	0.290651	0.573480	0.642929	90.153471	5.889063	0.020812	-4.766329	-4.766329	-4.766329	0.082561	0.466057	2.830000	1.347729	0.480552	7.690496
689.460384	0.298151	0.578759	0.651042	90.134743	5.893036	0.020213	-5.055627	-5.055627	-5.055627	0.081609	0.464704	2.830000	1.345837	0.480228	7.994578
699.391737	0.305815	0.583997	0.659223	90.115491	5.897204	0.019631	-5.345737	-5.345737	-5.345737	0.080683	0.463329	2.830000	1.343860	0.479888	8.299745
709.466146	0.313648	0.589189	0.667472	90.095698	5.901569	0.019066	-5.636712	-5.636712	-5.636712	0.079782	0.461930	2.830000	1.341800	0.479533	8.606040
719.685673	0.321651	0.594331	0.675788	90.075351	5.906135	0.018516	-5.928608	-5.928608	-5.928608	0.078905	0.460507	2.830000	1.339654	0.479163	8.913507
730.052407	0.329825	0.599418	0.684168	90.054431	5.910904	0.017982	-6.221479	-6.221479	-6.221479	0.078051	0.459059	2.830000	1.337423	0.478776	9.222187
740.568469	0.338172	0.604443	0.692613	90.032922	5.915880	0.017464	-6.515377	-6.515377	-6.515377	0.077219	0.457584	2.830000	1.335105	0.478373	9.532123
751.236010	0.346694	0.609403	0.701120	90.010807	5.921066	0.016960	-6.810358	-6.810358	-6.810358	0.076409	0.456082	2.830000	1.332699	0.477954	9.843354
762.057212	0.355393	0.614290	0.709688	89.988069	5.926466	0.016470	-7.106474	-7.106474	-7.106474	0.075621	0.454551	2.830000	1.330205	0.477519	10.155923
773.034288	0.364270	0.619099	0.718315	89.964689	5.932084	0.015994	-7.403780	-7.403780	-7.403780	0.074852	0.452991	2.830000	1.327621	0.477067	10.469867
784.169484	0.373326	0.623825	0.727001	89.940649	5.937923	0.015531	-7.702327	-7.702327	-7.702327	0.074104	0.451400	2.830000	1.324946	0.476598	10.785225
795.465078	0.382563	0.628460	0.735742	89.915929	5.943988	0.015082	-8.002170	-8.002170	-8.002170	0.073374	0.449777	2.830000	1.322180	0.476111	11.102037
806.923378	0.391980	0.632998	0.744537	89.890509	5.950283	0.014645	-8.303361	-8.303361	-8.303361	0.072663	0.448121	2.830000	1.319321	0.475608	11.420339
818.546731	0.401580	0.637433	0.753384	89.864370	5.956812	0.014220	-8.605952	-8.605952	-8.605952	0.071970	0.446431	2.830000	1.316368	0.475086	11.740167
830.337512	0.411362	0.641758	0.762281	89.837491	5.963581	0.013808	-8.909997	-8.909997	-8.909997	0.071294	0.444706	2.830000	1.313321	0.474547	12.061558
842.298134	0.421328	0.645965	0.771225	89.809850	5.970592	0.013407	-9.215547	-9.215547	-9.215547	0.070635	0.442944	2.830000	1.310177	0.473990	12.384546
854.431043	0.431476	0.650047	0.780213	89.781425	5.977852	0.013018	-9.522655	-9.522655	-9.522655	0.069992	0.441146	2.830000	1.306937	0.473414	12.709166
866.738721	0.441808	0.653997	0.789244	89.752194	5.985366	0.012639	-9.831372	-9.831372	-9.831372	0.069364	0.439309	2.830000	1.303599	0.472820	13.035450
879.223685	0.452322	0.657807	0.798314	89.722133	5.993138	0.012272	-10.141750	-10.141750	-10.141750	0.068752	0.437432	2.830000	1.300162	0.472207	13.363430
891.888489	0.463018	0.661469	0.807420	89.691218	6.001174	0.011914	-10.453840	-10.453840	-10.453840	0.068154	0.435514	2.830000	1.296624	0.471574	13.693139
904.735724	0.473896	0.664975	0.816559	89.659425	6.009479	0.011567	-10.767695	-10.767695	-10.767695	0.067570	0.433554	2.830000	1.292985	0.470923	14.024607
917.768017	0.484954	0.668317	0.825729	89.626729	6.018060	0.011230	-11.083363	-11.083363	-11.083363	0.067000	0.431551	2.830000	1.289244	0.470251	14.357862
930.988035	0.496191	0.671486	0.834924	89.593104	6.026921	0.010902	-11.400897	-11.400897	-11.400897	0.066443	0.429503	2.830000	1.285399	0.469560	14.692933
944.398480	0.507604	0.674473	0.844142	89.558523	6.036070	0.010584	-11.720347	-11.720347	-11.720347	0.065899	0.427410	2.830000	1.281450	0.468848	15.029848
958.002097	0.519192	0.677270	0.853379	89.522959	6.045512	0.010274	-12.041762	-12.041762	-12.041762	0.065367	0.425270	2.830000	1.277395	0.468116	15.368633
971.801667	0.530952	0.679868	0.862630	89.486384	6.055253	0.009973	-12.365194	-12.365194	-12.365194	0.064846	0.423082	2.830000	1.273233	0.467363	15.709313
985.800014	0.542882	0.682258	0.871892	89.448768	6.065301	0.009681	-12.690690	-12.690690	-12.690690	0.064337	0.420845	2.830000	1.268963	0.466589	16.051911
1000.000000	0.554977	0.684429	0.881160	89.410082	6.075662	0.009397	-13.018301	-13.018301	-13.018301	0.063839	0.418557	2.830000	1.264585	0.465793	16.396451
1014.404530	0.567234	0.686374	0.890429	89.370296	6.086342	0.009121	-13.348075	-13.348075	-13.348075	0.063351	0.416217	2.830000	1.260096	0.464975	16.742955
1029.016551	0.579649	0.688082	0.899694	89.329379	6.097350	0.008853	-13.680060	-13.680060	-13.680060	0.062874	0.413825	2.830000	1.255497	0.464136	17.091442
1043.839051	0.592217	0.689543	0.908950	89.287298	6.108692	0.008592	-14.014305	-14.014305	-14.014305	0.062406	0.411378	2.830000	1.250785	0.463274	17.441932
1058.875063	0.604933	0.690748	0.918192	89.244020	6.120376	0.008339	-14.350857	-14.350857	-14.350857	0.061947	0.408876	2.830000	1.245961	0.462390	17.794443
1074.127661	0.617791	0.691687	0.927414	89.199511	6.132409	0.008093	-14.689764	-14.689764	-14.689764	0.061497	0.406318	2.830000	1.241022	0.461483	18.148991
1089.599965	0.630785	0.692351	0.936611	89.153737	6.144799	0.007854	-15.031071	-15.031071	-15.031071	0.061056	0.403702	2.830000	1.235969	0.460552	18.505591
1105.295141	0.643908	0.692729	0.945775	89.106662	6.157555	0.007622	-15.374824	-15.374824	-15.374824	0.060623	0.401026	2.830000	1.230800	0.459598	18.864257
1121.216399	0.657153	0.692811	0.954901	89.058248	6.170685	0.007396	-15.721070	-15.721070	-15.721070	0.060198	0.398291	2.830000	1.225515	0.458620	19.225001
